xb01,xb02,xb03,xb04,xb05,xb06,xb07,xb08,xb09,xb10,xb11,xb12,xb13,xb14,xb15,xb16,xb17,xb18,xb19,xb20,xb21,xb22,xb23,xb24,xb25,xb26,xb27,xb28,xb29,xb30,xb31,xb32,xo1,xo2,xo3,xo4,xc1,xc2,xc3,xc4,y11,y12,y21,y22
1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,12,0,3,B,B,B,A,15.542958319530307,3.8723667924263996,-14.804691437574574,84.16986265517747
1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,9,10,4,2,C,B,B,A,3.988350308395948,9.58518912517834,13.4088683196645,10.656375526800995
0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,6,7,4,0,D,D,B,D,-8.69280359106678,22.71631834922355,2.3011747351093756,11.439944146212376
1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,3,7,1,0,D,D,B,B,-5.099186924352739,1.514161817321158,5.826781256422721,-6.535489586184939
0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,2,12,3,3,D,A,B,D,1.4143731299198476,29.95108217958342,5.733215162591689,26.56993789727308
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,5,2,1,4,B,C,A,D,-1.139624469131251,-0.8572434931187991,19.70589579144587,3.1668608427063902
0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,8,13,4,2,D,C,B,A,8.204156050293546,8.170125990801232,2.049581645595169,23.421399879816683
1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,6,2,2,3,D,B,B,D,11.34819832720512,6.9704412434898515,-5.227051052000724,7.011807220016546
1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,5,5,0,0,D,D,B,C,-21.311343140582977,-8.104650860313578,-15.365510751649484,12.651042340606487
0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6,12,4,4,D,C,B,D,0.7656965001998395,19.018613017562377,5.5825013599213325,27.92554230782074
0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,2,A,A,D,D,-1.26509095017799,-15.865327646009113,-18.238645106282043,6.084444523163652
0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,2,4,0,1,D,A,A,D,-15.339586271705603,-0.8836452440993523,9.232883629209631,27.65264483209893
1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,9,7,3,4,D,D,A,D,26.481554111919344,-5.349731528794042,-5.952406102102376,12.875265730364358
0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,5,0,4,A,A,A,A,17.93758684082555,0.08359547570270909,20.267997839980765,-19.81568226350242
1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,9,6,1,0,D,A,C,D,-5.796580374588532,12.63239300021202,3.7729241045645603,27.909026184997433
1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,8,1,4,D,D,A,A,14.964162124721836,0.9744972157305192,12.107614634918214,-8.688485563365678
1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,8,3,1,0,A,D,B,D,-3.5506929643630216,7.147451567980621,5.566025025377071,24.521474027647237
1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,3,2,C,D,B,B,-12.830006177602497,0.16061372513532923,7.686817152566346,23.244331181038316
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,5,5,5,2,C,D,B,D,14.331725498830895,13.800288489362197,-1.5437055791157142,-3.8251194626250857
1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,9,0,5,4,D,D,B,D,11.53979149495003,25.44076862062978,-10.138040705137461,9.34898972838908
0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,8,11,1,3,D,A,B,D,1.3642125724664496,19.827540912059412,30.142104323687924,20.12827695997768
0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,8,12,0,3,D,A,A,D,0.9059766143067338,3.0601342693922606,8.120367802858052,-3.9553743282750577
0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,6,3,4,4,D,D,A,D,2.038368863877615,4.873226225999454,-3.264080700871153,-6.911588637471258
0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2,5,2,A,C,B,D,1.1427375096642192,10.307384401585683,-2.950612035972421,10.339186645028962
1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,5,0,5,1,A,D,B,D,-4.064241393156134,18.43799521934233,9.76854836196703,13.1919755428139
0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,5,0,5,4,D,B,C,D,-0.9902357031292528,12.406804138253069,9.997503317367661,14.655418063207343
0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,6,9,4,0,A,B,B,D,0.011498331073899415,20.81891898873044,-5.971007009304142,14.217581609961828
1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,8,12,1,2,D,A,A,D,5.49775252040814,-6.164513365413862,-11.725356895793517,-6.772931148908069
0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,D,B,C,D,8.149338882836163,16.8543513072967,-6.251367089542583,22.857646795273325
1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,4,2,5,1,C,B,B,D,10.517566399361503,14.658708741708354,-25.008129264692677,46.003407481611134
0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,6,10,2,0,D,B,A,D,-8.546197455694902,3.466444139414577,-13.072531700168994,14.049184382968694
0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,7,7,3,0,A,C,A,D,-9.19163591180614,-11.654714703877133,-11.583109671408643,-3.4861542657102778
0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,2,14,5,1,B,A,B,D,-6.630224967655119,11.779952615764811,-3.8806530714012943,26.206656947695677
1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,5,10,2,3,C,A,B,C,12.64222274111361,10.866946702369706,-7.321774433994265,11.323160196217014
0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,7,9,3,1,A,D,A,C,2.3190244640131326,-0.5823771167090852,-9.881927165099707,8.766768400058087
0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,2,7,1,3,C,B,D,B,5.502974675050424,-3.9349937172077096,8.69102831481573,-6.132424059930886
0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,5,1,5,3,C,C,C,C,22.18767395823573,-1.8776056825102927,15.867716267231117,15.426917907658662
1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,5,1,2,3,D,C,B,A,-3.460816565750488,22.947014984209837,19.616957723135425,-1.8582366244602564
0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,2,3,1,B,D,A,D,-12.971964072103658,20.7889649838364,12.400354105094497,-5.008775507334587
1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,8,3,0,4,B,D,B,B,5.27471054089859,12.051678047171809,14.525250458848408,-2.8078862163768568
1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,2,9,2,2,A,B,D,D,-3.531028159402065,26.74112391125444,-6.616806685143038,45.50923566566039
0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,6,4,3,4,B,B,B,D,21.262900088157,26.329237672420653,11.464587646036257,17.00138604737773
0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,6,7,3,2,C,D,A,D,7.429379835816716,-7.493620819562415,-23.19750849214237,12.132705179212206
1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,2,7,5,2,C,C,B,D,13.170034373860073,-5.169025391623903,-4.546777865130789,58.59869300584681
1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,6,7,2,4,C,D,B,D,12.523791959384264,2.673251126383634,2.4344394473253868,11.122866869483545
0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,7,2,0,A,D,C,D,15.873995057347067,-4.215458393239777,5.627735784626144,24.180011967027077
0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,4,C,A,B,D,7.433531632193814,15.085964759635107,-0.3966277293499316,0.038722640342435
0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,6,11,2,4,A,D,B,D,12.880514407284814,20.74526453055293,1.8364749490782515,19.00909189881992
1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,9,3,0,4,D,D,B,B,0.3999890049835182,18.779281244734292,6.138838932745568,-1.0022527172529117
0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,9,0,1,D,B,B,D,-0.9788273059416324,12.736375020022342,-19.67790951248319,16.12376633252038
0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,8,13,3,1,D,A,A,C,2.3954794783711746,-7.900873502245688,0.43494128302726276,-14.46567118124958
0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,4,1,5,1,D,D,A,A,6.039505478769044,3.2231042430413215,4.413254107449556,2.6530302929799516
1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,7,1,1,0,C,D,B,B,-4.205802681909137,12.23123218495276,-3.6906480691748893,-3.9549325123255166
1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,5,8,2,1,C,B,A,D,18.182265172538514,8.266594894977619,5.062701531155801,34.56214801111885
1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,4,1,2,3,C,A,D,B,-16.808802252304666,-7.2748306374804015,7.3285360879977794,-4.316482696703146
0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,8,3,5,3,D,C,D,A,2.4569930907930084,-12.051667314168581,3.779150426832204,4.681951137716457
1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,2,0,0,4,D,A,B,B,4.518366241874835,18.673659814833126,6.3125796389883835,-8.473532363199995
1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,2,2,5,3,D,A,B,D,7.850437155606771,1.3154588993736933,-0.36072644743720605,30.694547220076387
0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,2,14,1,3,B,C,A,D,1.6975262943268117,8.666860750678042,-3.2559299912076156,21.972582119398066
0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,8,1,4,D,D,B,B,12.656775146030931,3.4671516852786413,-25.33362392564114,7.4767558871501185
1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,5,0,1,D,D,B,D,9.582173887019561,2.0185512369935252,15.560289860446275,14.171272279936034
0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,2,9,3,1,D,B,A,D,-5.04528714545524,5.853742671053518,1.1351443799434806,-7.184520744428548
1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,3,13,0,1,D,D,A,D,0.21236880244698536,-8.71965518200066,-6.836126947691511,5.0009837070035426
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,7,14,0,1,C,D,B,C,18.41138027842466,-4.716743147914944,13.294863078667358,2.852312276316331
1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,8,0,0,B,D,D,D,-20.00726546074796,10.014714633355418,8.997525947481549,-8.609318518745159
1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,9,0,0,A,A,A,B,-3.021541101333845,-6.6036636040762176,12.605623958047833,2.127541840545197
0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,2,7,5,2,A,D,B,D,-3.0702856899868323,10.505254203322213,0.6390594617121108,18.97894998576656
0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,9,7,2,4,B,A,B,D,-1.4770351727330133,25.54314171309891,8.38869740695582,25.578089978963547
0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,12,0,2,A,A,A,B,68.01017040253794,-20.424502663986374,3.743703624953812,-17.799322930628527
0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,7,8,3,4,C,D,A,D,26.164641897624342,-21.111709503284985,6.439391381329933,27.223004745330414
1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,6,2,3,D,D,D,D,-11.823264615084376,7.441826113424522,18.17566548206823,18.664040689831054
