xb01,xb02,xb03,xb04,xb05,xb06,xb07,xb08,xb09,xb10,xb11,xb12,xb13,xb14,xb15,xb16,xb17,xb18,xb19,xb20,xb21,xb22,xb23,xb24,xb25,xb26,xb27,xb28,xb29,xb30,xb31,xb32,xo1,xo2,xo3,xo4,xc1,xc2,xc3,xc4,y11,y12,y21,y22
0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,4,5,8,1,B,C,C,B,5.109352675302272,-53.12109428989985,33.23928601513471,-15.701151563805372
1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,3,3,8,A,C,D,D,3.277893300926883,-6.41495879557831,20.28430412665861,2.335128645748178
1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,2,8,9,8,C,C,A,D,8.891091258714603,18.624927837980017,30.446422605492018,-11.34343031006346
0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,4,9,7,D,C,C,C,12.452598078713738,-40.98787540222653,10.365040428548829,21.12340770986625
0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,8,7,4,B,C,D,B,-7.1145240008894906,-2.98681111551603,-4.448225643525671,-27.95715285474376
1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,2,2,3,4,A,B,C,B,-12.520375435636275,-21.312224902079866,39.18359371652494,-24.35698048035125
1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,6,3,7,C,B,C,D,-6.256296543899451,4.323615532980498,-0.6053306028738241,-7.294663063027187
1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,6,3,9,B,A,C,B,21.20735718305389,-6.228051459851089,-8.856791493530343,-19.684483001004583
0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,2,6,5,4,A,D,D,B,1.4878535533861736,18.271860358528308,10.01020997397194,-33.1314487862996
1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,7,6,C,B,D,B,16.11930713170953,6.3463776425109355,-15.152681095899476,-18.28065890445597
1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,6,9,5,A,A,D,D,-0.7400570003452351,25.308006429714055,21.842791879294538,12.225211778617393
1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,3,1,6,3,A,D,C,B,21.861718268196064,3.017783683550666,-2.7156949844296454,-40.086076001127935
0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,4,0,5,10,A,B,D,A,-12.500464126971899,-8.331223366462247,22.576756988932054,-30.93522743348818
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,2,0,8,A,C,C,C,-5.928080686326983,-9.01117285826145,14.0476256373549,21.198021599533597
0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,4,0,0,5,B,A,C,B,25.57869240884734,8.450430458720826,-1.7408553868407672,-30.106863433770965
1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,9,7,A,C,D,B,20.12573769524581,24.765423537678004,42.46478610393417,-17.34697064650896
1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,3,7,7,A,B,D,D,7.071320384902196,-20.540204619834046,16.243936754189324,-5.937622970666758
0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,4,7,2,D,B,D,B,8.937012499066764,-8.532198275597553,8.384616937045132,1.157704421912353
0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,3,6,1,9,C,B,B,B,-25.5334803660769,22.14822286285174,2.7139605915694105,-38.0804405664094
1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,3,3,4,3,A,C,D,B,-61.85118206950087,-10.981671603592225,14.702669831075095,-14.87985895592659
1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,2,7,2,3,A,D,A,A,-14.945187851300812,18.436949974588565,8.74706543712456,-2.805209390460668
1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,2,4,C,C,C,A,-13.528306611370727,88.94376752157078,9.417762852105032,-16.322220188711015
1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,5,0,2,D,D,C,B,-0.24657447185801207,-9.00015135381321,-10.314983356762248,15.416850844794704
0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,3,7,0,B,B,C,D,16.85633110815092,-8.790439950933102,-11.32673349935092,-59.389595405995905
1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,7,6,10,C,B,A,D,10.216530224073104,-3.3996781518665165,0.26130006525314675,-10.324137417238244
1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,2,6,6,10,D,D,C,B,-2.77255931307251,-19.767101911578038,-4.030770653152716,14.452280500004417
0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,3,3,0,B,D,C,B,-61.00807834331156,-0.9312013391474009,7.211146509214327,15.786493679974658
1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,3,0,8,4,A,B,B,D,8.992663989773746,24.826539223911716,48.43792825209741,22.987220240093155
1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,9,1,C,B,B,B,7.7156510899362,16.533545978935937,0.15095448177781456,-29.871686064378267
0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,4,7,1,2,D,D,D,B,6.387266133497758,-0.24783309616430405,34.894867297073674,-8.920472758975329
0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,5,7,3,C,C,B,D,8.769677528127591,53.544360098579546,-14.373970876038205,20.016317887875402
0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,6,5,10,D,A,D,B,12.588696474955896,4.8900853393613355,-36.72607262389214,-43.34863182718161
0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,4,5,1,9,A,D,B,B,93.59322220365104,13.976500916481536,26.080803446633468,1.6505996811431025
0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,5,0,9,D,B,D,B,11.451019915635754,-8.470966526621705,22.6199079327892,-7.512388135466187
1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,4,2,9,6,A,B,D,A,7.371869751869476,0.560937685720063,5.299769238013296,-26.103738857772093
1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4,3,8,9,C,C,C,D,-0.09462492131910949,1.4117647625319965,1.827772570740572,17.690236115423115
1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,2,3,8,4,D,A,C,B,7.1157461818256795,-10.681901970316346,-8.310441836596556,-7.29996645768469
1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,3,5,2,A,B,A,C,-1.4072980183482375,-5.7337432978874325,22.022365598194654,53.35776741017882
0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2,7,6,4,D,B,D,A,-10.200119882145142,-37.9203732564635,18.970962790081355,-15.064916207095363
0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,2,6,7,A,C,A,B,-18.530006573920087,1.4209780093334048,7.702619552646279,18.30406219725114
0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,5,8,8,B,A,C,A,5.962084203760026,-25.70341259108649,7.723567521944439,-124.92232258770909
1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,3,8,7,1,C,C,A,D,-12.789507676139818,11.925212621517826,-14.603811542966454,7.726763385604233
0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,2,7,5,4,C,B,A,B,10.151614528031589,16.54550179269347,2.755825301563073,-17.87695564165111
1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,2,3,8,B,C,C,D,-0.8096651130372656,-29.708376181005434,9.198266253770143,-26.412104112791127
0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,2,4,9,D,D,A,D,8.11014907489649,18.223256763092692,-5.719398877937236,0.44666650466769403
0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,3,8,9,7,D,D,A,A,2.978229522390258,3.9785874721156915,0.14264077495453087,-103.5772640736696
1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,2,2,2,9,D,D,C,B,-9.879246759139532,-65.05079171210008,11.60824119251307,-116.881559538611
0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,4,4,A,C,B,D,23.127313471015327,-3.075359736278714,2.44423902485088,30.82136047442353
1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,5,6,4,C,B,D,A,-5.463101202568999,-12.547153710697351,12.381619313745935,-32.22977132230973
1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,4,5,2,6,A,B,D,B,54.05407243669843,73.99075027512902,-1.8407146057566992,59.004484383602104
1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,4,7,4,5,C,C,D,D,0.23180553021169104,9.567242156451542,15.286941216669032,-3.766865009656693
1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,2,4,6,4,D,C,D,B,4.8741520931562885,-1.140272344804135,15.20571371948595,-40.261124365741246
0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,4,4,1,6,D,B,A,A,-13.872837622139087,-16.304520906986255,-13.45265976502454,-23.823504257015834
1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,3,7,6,2,D,B,D,D,-1.9824948196395975,-22.15950287701544,23.365732971728104,-17.924228532832757
0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,2,0,1,0,B,D,D,B,-4.869851172341205,25.909443701302422,12.87312883046049,-22.5195882432208
0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,3,3,8,D,C,C,B,4.246969678683977,-26.053946582600364,9.190979911805904,-1.4202725411269341
1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,2,3,9,B,A,D,D,5.198443779722101,18.242497221358224,5.677947433020532,-25.24553975019042
1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,8,0,9,C,D,D,B,-8.690044273342616,19.2451202871532,37.558334419825115,-36.646755878426966
1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,2,3,8,7,D,C,C,B,12.777092916479866,-23.33142451305292,-11.985526937928537,-32.97443915943492
1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,4,2,3,3,B,B,C,C,21.505182411948912,-9.481696305953893,20.29607571074733,2.488322765611711
1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,3,7,8,2,A,C,B,D,28.10870377472342,14.415349894255431,11.058310147389633,9.303814003144979
0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,4,5,1,0,D,A,C,B,17.491016628625072,-30.332818006248,8.707202089659235,-10.37647496498575
1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,3,2,2,3,A,B,D,B,22.756954815390085,15.036413780569628,23.737341330442,-27.565596076928713
1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,3,2,5,10,A,A,C,A,17.637683906968952,25.784809430365115,11.323915214022296,6.1923735761614775
1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,4,5,2,9,D,B,C,D,3.4585880876673025,-15.177094644000302,5.8349608457153685,4.549543588582198
0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,7,2,3,A,B,D,D,7.971053323484888,13.736314494683677,20.685726566009876,-1.3775669850841918
1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,2,D,C,C,A,-15.617075838788256,-37.742834623589516,21.603958818323065,24.598287107813412
1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,4,3,9,9,C,B,D,B,15.509449153089022,11.360734308676692,12.579592361212917,-12.698818129566305
0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,2,8,8,2,B,D,D,A,8.677771743141287,6.649548282351043,68.83985842526509,-20.112578999260972
0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,4,7,1,7,C,B,B,D,7.141933692760953,1.373917410380317,3.689646779575619,6.4958799681290955
1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,2,8,9,3,D,C,D,C,-20.672929929988133,-8.840057162633968,16.229636813077985,-43.422586307444355
0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,4,1,7,3,D,D,D,D,10.691923568655628,14.866176089722927,12.817746096905733,9.064577985252988
0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,6,1,2,A,D,D,D,41.654745970331774,48.89911477444963,23.74500388367224,-8.909798938924975
0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,3,5,1,5,B,A,D,B,-2.675526578932543,-16.33223391744672,31.59310744762549,-17.17739546940355
0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,5,0,2,C,B,C,B,-11.42244640519339,42.88806282936218,16.189751275726387,-30.246198168877
1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,3,5,6,3,A,C,A,B,-15.74724796611411,6.923719950216301,17.559683209057596,19.257355565252425
0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,4,8,9,10,D,A,B,B,30.378899695289196,6.3846334319680915,21.159381752544466,-30.466733898077436
1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,7,3,1,A,A,C,B,-0.7990929310546164,-2.4576624782407244,23.65383870760041,-10.634119745084217
1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,3,4,10,D,B,D,A,-18.223629703692527,-14.079865050293812,32.50297240916042,-35.429408112854716
0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,2,6,3,5,D,C,D,B,6.645845953730014,8.131462584924904,7.360014846812743,-46.84622605279694
1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,3,7,8,9,D,C,C,D,27.898358101968356,3.622700993453627,8.320507136531905,98.6770825328781
0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,2,1,8,10,D,D,B,D,20.62880766193014,26.99017403079508,-9.757411434954333,-38.1835734105577
1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,2,4,10,A,C,D,C,-7.656777411467817,43.520300355825164,-18.00810365558175,-9.726204831672074
1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,6,5,2,D,B,D,A,-1.3967775432936422,-38.19354296982004,19.57178857430712,-27.615634404439554
0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,3,1,8,6,D,B,C,A,9.341040420246193,-8.01846413244223,47.38895910262154,-16.49223578455792
0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,4,1,4,5,A,B,D,D,-8.090734143222228,22.40146327706023,24.06178750718521,-36.85888109853242
0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,2,7,9,0,B,B,D,B,0.705770606276868,-23.082155657418387,5.163969060900984,-28.505848737640804
0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,4,5,9,10,A,D,A,B,-26.699003070481744,10.927779996374438,-8.017969596690612,13.38881769290838
0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,3,5,9,C,A,D,C,-0.18175155234757323,-18.23811834531587,11.855441768264356,2.629706920150408
1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,5,9,1,B,B,D,B,29.89234587001046,7.6925235575091575,19.527848515106967,-38.467238176392264
0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,4,0,5,3,D,B,D,A,-2.9005288480094373,-29.304062193466237,19.807990299328814,-97.74891541671647
1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,7,9,0,A,B,D,D,59.39248585977151,16.33798314686708,14.022066451910504,-0.40985836607081716
1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,3,7,0,9,B,C,B,D,21.490347099713773,-62.065902133156484,-3.4474907459486914,4.6996786501394
1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,7,8,3,D,C,D,B,26.01990140713624,-9.074983364871049,58.13109502187796,-29.55686468049762
0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,4,3,0,5,C,D,D,B,-1.8677345113997865,22.610144756420347,1.135210986776091,-2.9254306008073225
0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,2,3,5,7,D,B,D,B,30.74977581344807,-6.299822637567452,32.71815048967325,-71.68120073054303
0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,4,7,9,3,C,D,B,B,13.187519331329831,38.409763095805715,-0.7379655919169235,-41.70305075609386
1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,3,2,9,4,B,C,D,D,14.593479907633943,-14.533096172287442,-9.472214790882067,-12.400452307316776
1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,3,0,6,B,C,A,D,-0.7133948106045107,-26.20359929414483,11.465537430766172,22.45464612446943
1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,4,0,8,4,A,D,D,B,-2.088813315129844,16.2413189500151,4.236205995549985,-41.67386021720276
