xb01,xb02,xb03,xb04,xb05,xb06,xb07,xb08,xb09,xb10,xb11,xb12,xb13,xb14,xb15,xb16,xb17,xb18,xb19,xb20,xb21,xb22,xb23,xb24,xb25,xb26,xb27,xb28,xb29,xb30,xb31,xb32,xo1,xo2,xo3,xo4,xc1,xc2,xc3,xc4,y11,y12,y21,y22
0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,5,4,11,4,D,C,A,C,-4.724967582408577,12.555950424535057,37.45608880098496,7.83059928639139
0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,5,2,13,6,C,C,D,C,5.000116353078132,3.822027282373584,-5.91346086044772,26.17864669081522
1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,10,1,7,4,D,D,A,C,16.510726734340363,-16.816670569855425,10.691069097984007,18.036191359136367
0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,8,0,5,2,A,D,A,C,13.924897177770799,-15.259237220033974,17.44453356834715,8.813186146690015
0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,9,1,4,0,A,C,A,C,5.3295880468880705,5.933915996871693,3.334061776328901,24.47123908844525
0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,5,3,1,4,A,C,B,B,19.60135384366495,8.425869004647328,8.267333241879335,16.152081250548587
1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,5,4,4,1,A,C,B,A,23.630090892404784,-1.2682794774867534,35.652060424673,9.134489545942582
1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,10,1,12,1,A,A,B,C,20.98492508779442,7.612638327386074,30.396819628185582,25.490730267231154
0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,5,0,12,4,C,B,D,C,14.044010845779194,2.2373300643289866,5.599891013477665,20.627454466167205
1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,4,0,C,D,D,C,3.8704269524775343,-2.151834519449043,14.701479761182517,21.1885230850786
0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,7,4,1,4,C,C,C,C,13.420153253050804,-0.22626069159940077,-9.103037072953871,-1.5938694068956945
1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,3,3,4,6,A,C,B,C,26.645554902542624,9.00617261994175,0.35401902176047884,13.797642634662962
1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,10,3,9,2,C,C,A,B,15.398174361421718,-5.921313133369313,22.565096673484746,5.885371128870907
0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,4,11,1,A,D,D,A,13.238029125668042,-11.073121972313023,3.2926378794689377,18.758177359901577
1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,8,2,3,2,D,C,D,C,12.848253854139973,-14.693709916992038,5.1505566988234435,5.298180934740346
0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,6,3,5,2,C,B,B,C,18.37642465518446,1.3831383719870183,19.123850624929712,9.17640005537679
0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,7,2,0,0,C,C,C,A,5.22400938563232,-1.5150373340872187,13.026284647915283,-0.8006465266076059
1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,10,3,7,1,A,A,D,C,17.749230472839145,-21.859573646270967,11.999397216515527,8.579189219512156
1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,3,1,13,4,C,D,B,C,8.224950293687888,-2.683549401583628,5.273682112504552,7.717907815877515
0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,10,1,3,2,C,C,B,C,4.555515600091969,4.737696870580711,2.14851539903849,4.855164660223259
1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,6,3,12,2,D,B,B,B,16.046260950501903,0.6310539365125165,4.111777957744525,-1.3074912365998599
1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,3,12,6,A,D,A,B,9.220685336544102,-8.156746807273642,10.507766077975507,-1.1111966123735604
1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,3,1,D,C,A,A,6.891056628444753,9.631650349975441,2.307400656300109,19.3855983579249
0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,10,0,8,4,D,C,B,B,-1.481849677653663,-7.842267587650472,17.672008494824738,7.1072749023023745
0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,7,1,1,3,A,C,A,C,7.481675453765056,5.025662543840199,7.6194485595786805,0.6790269845606023
0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,7,3,4,0,C,C,A,C,3.047299386325312,-6.969674528348153,-1.320163819510892,3.615857632264248
1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,2,4,11,2,A,D,C,D,12.498395680713825,-23.15041500220993,10.244723279227653,15.145512577031852
0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,11,0,11,6,A,C,B,C,19.122039311995856,11.169555456735134,4.031898726357322,19.097994991619487
1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,10,1,13,6,D,C,A,C,9.428890350074022,5.143739427727705,17.030740604851175,12.10965703936919
0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,2,0,4,5,C,C,B,A,19.691874332748814,4.634340162928044,-6.2500208640711135,17.066953875843822
0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,10,1,8,6,C,A,D,D,3.201169567114486,-12.504172452803378,-4.170175836424181,17.431129171623024
1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,3,4,7,5,C,A,C,B,23.178457379959802,-1.4947097770456752,-6.970812516937154,-4.04197576003678
0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,3,12,6,D,C,D,C,4.862653976177695,0.5916988349658765,4.511940895185453,9.251859910092127
0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,11,0,1,2,D,A,A,C,5.566621512531516,-10.229518052976259,3.3060353735707135,16.754727357355367
0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,2,1,1,0,C,C,A,B,15.12664324730778,8.547403045737369,11.152500022482878,-11.026710538519307
0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,6,2,D,A,A,A,-2.362634114087126,-8.787715598574295,1.4872774932892123,15.185440852684694
1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,10,1,0,4,A,C,B,B,16.127126967136046,8.80196490123895,18.876604244342385,14.278761549322546
0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,9,3,8,5,A,A,C,A,21.69808984596866,-18.43223959782415,4.415561596771173,14.465752468922037
1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,4,3,4,3,A,D,B,A,33.65439856676381,-13.336241464856652,17.891443722235326,15.101502542112136
1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,3,4,5,3,D,A,A,C,8.180646495320767,3.1103301927872677,23.622130389615172,10.7380987523584
0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,2,2,0,C,C,A,B,13.586116406123677,5.356804127039049,7.565273112614807,-6.699657655135245
1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,4,0,1,3,D,A,C,C,0.2086228650287434,-7.3883836246377435,-3.2393872709000093,0.1450989339562465
0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,4,3,4,6,C,D,B,D,8.362516381570513,5.4019328570881395,17.849480279964695,0.711972116977674
0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,4,1,1,4,D,C,B,C,4.15464712558378,-0.6569235386514891,5.240898036441088,15.484337972254346
1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,8,0,4,2,C,A,C,A,22.70744091720581,-5.537767351201304,4.8976732978916315,3.023967804977131
1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,9,3,11,2,B,C,C,C,3.388821829283533,-4.323892297930181,-4.288860078131913,5.679975654906136
1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,3,2,A,D,B,C,25.24001748818095,-7.777343946871431,5.081663044590641,16.828310070718246
1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,4,3,4,4,B,A,C,D,6.622564405303668,10.905328422871314,4.498993831040938,-0.2350087944218835
0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,5,4,13,4,C,C,B,A,7.873370910235268,6.610116402160632,8.19386348572763,16.054283819844272
1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,4,4,0,1,D,C,B,C,2.6818511194983374,-6.257609230164268,7.173482479700818,11.94312301630074
0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,4,0,9,1,D,C,B,C,11.597756706572042,7.880403216540312,2.2892994079512814,2.9974678749743875
0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,8,1,2,0,C,D,B,B,15.256667642833172,-5.509607022776047,1.1907578933219547,14.855419084755924
1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,8,1,0,3,C,C,B,C,13.11268625037328,1.7752551934190093,-2.1546314710978365,14.47659160128124
0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,6,3,11,4,C,B,C,C,11.544675334919674,4.984231669565621,13.90948545361524,3.323468481171483
0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,10,4,10,1,C,A,C,D,13.425893300975087,-8.854158616078106,6.320309248827735,17.227127155801877
1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,2,1,7,2,A,A,B,D,5.168471478866725,-4.226853290863322,7.503066019786185,21.677442971987997
0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,3,3,5,3,C,A,C,C,-2.347761096779908,3.0063436727930863,6.862298359456129,9.126358203111309
1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,10,3,11,0,A,C,B,C,2.7083397654164942,0.2429558566313843,9.816955498183265,18.717292380615724
1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,4,1,10,3,D,D,D,B,8.93519939374022,-9.530427328517344,8.902276160655218,9.737231981831584
1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,3,0,1,2,C,D,C,B,18.80822082073846,2.579108295699821,-1.3467044785453486,0.16245138365484602
0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,7,1,8,6,C,C,B,A,12.65051539195638,0.21862661112083215,-3.6142385000054356,9.887589535391816
1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,7,4,6,1,C,D,C,B,17.815969976870644,-7.582833823078166,16.243186029446164,-4.237358052716119
1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,5,4,9,4,A,A,C,A,16.777213581297158,-2.8869839343400168,7.537440774191496,-0.6552064478922308
1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,10,0,4,3,C,D,B,C,13.254583029054345,-17.30644691153146,-5.2221862934563585,8.173066311890125
0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,2,2,7,1,D,C,A,D,8.103939957244124,13.228524408738268,12.515568192638582,16.95672143983131
0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,5,2,5,5,C,D,C,A,16.070108445318347,-5.938790700162713,10.165758007174565,-7.68568722459289
0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,5,0,1,2,B,B,B,C,10.719404252454577,3.9125628056969175,15.518170597926567,4.058463883209534
0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,6,1,6,3,A,C,B,B,21.795598735206987,-10.47342495470383,0.08529194020765685,9.842755062207182
1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,8,1,8,2,A,C,D,B,6.969689074134931,-15.755226937955474,13.681629791010353,11.506338402637432
0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,9,0,12,5,A,C,A,C,13.111069121923714,-12.561160821281579,5.024890490161215,9.885287007269165
0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,3,0,1,6,C,A,C,C,12.776411608245319,8.950915953429467,0.4909347751497064,12.719472203626456
0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,4,0,6,5,D,C,B,C,10.196226709546284,-11.226077831919655,-2.1935970340088597,4.878118353182006
1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,10,1,10,3,A,B,A,C,17.447095163833996,-5.087897823544335,8.145991518822708,2.553019219639234
1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,11,3,6,2,C,A,C,C,16.481711107586307,-3.1975401288370855,5.499460704966663,17.500432501529588
0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,2,0,0,A,A,B,C,17.88780832974138,5.555635078085131,-3.4334992846662082,9.240940282476757
1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,3,3,3,0,A,D,C,C,15.856830053849363,-0.7084201763019959,12.297055331215246,8.533627307609006
0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,10,4,12,5,C,C,C,A,16.82476152170812,-6.016831942059866,6.425940591610124,-0.09106257604944679
0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,9,0,4,3,A,C,A,C,8.958839676482977,-5.4819477186715435,3.720097384081676,30.52267470369481
1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,4,3,6,1,C,B,D,A,15.355236313644317,-1.1774406350354854,8.185163380423774,24.50105265755871
1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,6,1,10,4,C,C,A,C,4.520565390580448,-2.1437680912470043,6.146113771215032,19.477503934571214
0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,3,6,5,A,C,D,C,13.400417943122331,8.619356974711557,19.63910599002151,7.6397213301832
0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,4,C,C,C,C,10.510619229374655,4.315694255113154,-2.6957596989624055,17.34041644035043
0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,6,2,2,2,A,A,C,A,7.39616428135833,-13.16861259571548,2.6790564064881037,1.8961321794505128
0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,3,0,10,1,C,A,C,C,6.597066696333492,2.4785458054094502,1.2672763244278809,-1.425439383277029
1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,7,0,2,0,D,C,B,C,3.1017696068894387,2.990864217316491,1.1192977248079525,4.120291967679215
0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,9,0,6,1,B,C,A,B,-1.9800437175478942,2.399123752493347,-0.48182936560736156,5.7992470372614555
0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,4,4,1,6,A,B,B,A,19.96338332713788,-4.127217765002087,13.92418421119215,6.247413612266915
1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,9,0,6,3,C,A,B,A,15.992060272434296,-0.15928114140493044,15.530524091521876,4.157062895332575
1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,6,3,7,4,D,C,D,A,7.075182499325868,-3.3341338719168325,10.657187882680487,1.847350760889734
0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,10,3,9,6,C,A,B,B,14.344388558022588,-3.856179664001681,4.752311846090585,9.999961525242917
0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,2,5,6,C,C,B,A,20.672145745895946,5.3027486597926,8.775663236811281,15.113956518900808
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,7,4,10,1,C,A,A,C,12.029852645188818,4.8867118149297735,15.29113580303472,10.28086286277389
0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,11,1,7,5,D,C,B,C,8.251861575133141,2.0374405697811593,12.00699727368324,1.924136194193721
1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,8,4,2,6,D,C,A,A,4.757481773193566,7.810893398247352,9.061280783540003,0.034250226731001865
1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,3,6,B,C,B,B,5.792874965951837,-5.1143620458359615,7.9470030038066435,17.50920320351794
1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,5,1,C,C,A,C,15.165750574125745,12.85626332799017,1.751388257287473,19.085697372104278
1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,3,7,2,C,C,B,A,19.53642486739564,-6.259520322367829,9.437744768501133,-2.985998925226098
0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,2,0,10,6,D,C,C,B,-3.1506155056267873,-5.549015638498852,-0.8342954883117086,-6.0795656926860255
1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,9,0,A,C,B,C,14.001329938456243,-2.537155422205597,21.485654095506565,5.940739518922797
0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,4,0,3,6,C,C,B,B,9.432575517131339,4.984778570682417,3.3067659433610492,-2.3245894360798185
0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,3,4,10,5,D,C,A,C,8.149533407982492,-6.36023991877549,8.475519747308917,6.934559967569126
1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,2,1,5,5,D,B,B,C,9.04083162048164,11.925092557730157,6.536980070644194,-5.862817996931448
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,3,3,C,A,B,C,0.8976825392519123,2.9959394362421703,1.1714637290810364,3.3750024016661406
0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,6,2,10,3,C,A,B,B,8.792118003848474,-21.59524409464281,12.962458241798474,4.586362866249012
0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,11,4,3,5,C,A,B,A,-0.22789200780161956,10.552849570837441,3.1193198588934683,6.617064687531345
1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,9,1,11,3,C,A,B,C,6.642521738901773,6.062376909231294,8.649997397449667,10.129232561212582
0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,8,1,0,0,D,B,B,C,12.390666370124002,-2.646409799029216,6.683408934809758,-12.780339378874267
0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,2,2,1,2,A,A,B,D,12.494336274870513,-2.2201526277285653,11.84729217715223,7.655173957669637
1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,4,0,0,0,A,C,B,C,16.867379461288785,7.394692304652195,-0.26199158007555434,13.228723429738743
1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,2,2,5,1,C,C,C,C,9.147973832939472,-7.863474772362789,0.28963441720788285,11.628290535441934
